,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
801,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.29,79866.72000000007
802,Dell,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.06,93186.72000000002
803,Dell,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,0,128,0,Intel HD Graphics,Windows 10,1.63,39640.32000000002
804,HP,Netbook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.26,74005.91999999995
805,Toshiba,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.1,41558.40000000001
806,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.5,8,2000,0,0,AMD Radeon,Windows 10,2.04,33513.12000000002
807,Dell,Gaming,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.62,89457.11999999998
808,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Nvidia GeForce M,Windows 10,2.4,32447.520000000004
809,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,12,1000,0,0,AMD Radeon,Windows 10,3.74,93186.72000000002
810,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,512,0,Nvidia GeForce GTX,Windows 10,2.9,128671.20000000007
811,Samsung,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,0.81,79866.72000000007
812,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce GTX,Windows 10,1.98,51202.08
813,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,AMD Radeon,Windows 10,2.18,42081.07680000002
814,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.32,99047.51999999993
815,Razer,Ultrabook,12.5,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,2.5,16,0,512,0,Intel HD Graphics,Windows 10,1.29,95850.71999999996
816,HP,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.23,20512.79999999999
817,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.36,133467.46559999997
818,Dell,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.76,40226.4
819,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.1,26101.87199999998
820,Toshiba,Ultrabook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.25,58075.199999999946
821,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.13,133146.7200000001
822,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.4,63882.719999999994
823,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,0,256,Intel HD Graphics,Windows 10,1.13,99900.0
824,Toshiba,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Processor,2.1,4,0,128,0,Intel HD Graphics,Windows 10,1.75,26586.71999999998
825,Asus,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.1,72354.24000000002
826,Dell,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.76,31168.79999999998
827,Acer,Netbook,11.6,1366x768,1366,768,1,0,0,1,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.35,18914.4
828,Acer,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,8,0,128,0,Intel HD Graphics,Windows 10,1.5,32980.31999999997
829,Razer,Gaming,17.3,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.9,32,0,512,0,Nvidia GeForce GTX,Windows 10,3.49,292986.71999999974
830,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.6,16,0,512,0,Intel HD Graphics,Windows 10,1.1,111834.72000000002
831,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Nvidia GeForce M,Linux,2.1,27652.320000000018
832,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.7,63190.08000000002
833,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.32,87911.99999999999
834,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.21,147832.28639999987
835,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.9,128884.32000000005
836,Toshiba,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,2.0,35644.319999999985
837,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Processor,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.5,17315.999999999996
838,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,128,0,0,Intel HD Graphics,Windows 10,2.3,31435.200000000015
839,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,512,0,Nvidia GeForce GTX,Windows 10,2.73,95850.71999999996
840,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,32,1000,512,0,Nvidia GeForce GTX,Windows 10,4.42,163723.57920000004
841,HP,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.63,48484.80000000004
842,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,2.18,38041.38720000002
843,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 7,1.54,99633.60000000005
844,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,0,256,0,AMD Radeon,Windows 10,2.18,39373.919999999984
845,HP,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Chrome OS,1.4,32767.19999999999
846,Asus,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,0,512,0,Nvidia GeForce M,Windows 10,1.45,54665.28
847,HP,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.28,121318.56000000008
848,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.54,78215.03999999998
849,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,128,0,Intel HD Graphics,No OS,1.86,15930.719999999992
850,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.1,101178.71999999999
851,Dell,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,AMD Radeon,Linux,2.83,46087.20000000002
852,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,Windows 10,1.96,101391.83999999995
853,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.3,41931.35999999999
854,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.9,50349.59999999997
855,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.0,23922.719999999987
856,HP,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.28,136343.52000000008
857,Dell,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.3,8,1000,0,0,Intel HD Graphics,Windows 10,1.62,34578.71999999998
858,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,No OS,2.2,24988.320000000018
859,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.3,45323.164800000035
860,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,AMD Radeon,Windows 10,1.84,71874.72000000006
861,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.05,68464.80000000003
862,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,No OS,2.5,54185.760000000046
863,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.5,16,0,512,0,Intel Iris,Windows 10,1.29,119347.2
864,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.07,48484.80000000004
865,Toshiba,Ultrabook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.2,58341.60000000001
866,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.37,103895.99999999993
867,Acer,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.56,48058.559999999976
868,Dell,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia Quadro,Windows 10,2.23,94731.84000000001
869,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.38,56210.400000000016
870,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,No OS,2.2,25521.11999999999
871,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,2.0,73952.63999999996
872,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,4,0,180,0,Intel HD Graphics,Windows 10,1.44,39160.80000000003
873,Samsung,Ultrabook,15.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,256,0,Nvidia GeForce MX,Windows 10,1.23,98514.72000000007
874,Dell,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.6,90043.20000000003
875,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Linux,2.0,21258.187200000015
876,Xiaomi,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,0,256,0,Nvidia GeForce MX,Windows 10,1.28,49816.80000000002
877,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,128,0,Nvidia GeForce MX,Windows 10,2.18,48618.0
878,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,2.04,44701.92000000003
879,HP,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.28,90575.99999999997
880,HP,2 in 1 Convertible,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.3,36486.144
881,Asus,Notebook,14.1,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.65,18541.440000000002
882,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.5,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.2,35644.319999999985
883,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.2,19660.319999999996
884,HP,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.28,95850.71999999996
885,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Linux,2.18,24279.69599999999
886,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,12,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,72988.27200000006
887,Acer,Netbook,11.6,1366x768,1366,768,1,0,0,1,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.25,15824.160000000003
888,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,AMD A-Series,2.2,4,500,0,0,AMD Radeon,Windows 10,2.8,20193.11999999998
889,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.95,67399.19999999995
890,HP,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.7,16,0,256,0,Intel HD Graphics,Windows 10,1.42,74538.72000000003
891,Samsung,Ultrabook,15.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.17,90522.72000000004
892,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.32,95850.71999999996
893,MSI,Gaming,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.6,16,2000,512,0,Nvidia GeForce GTX,Windows 10,2.43,141138.71999999988
894,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.05,78587.99999999997
895,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Linux,2.62,49497.120000000024
896,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.04,47951.99999999996
897,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.18,32713.91999999999
898,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,500,0,0,Intel HD Graphics,Windows 10,1.9,49816.80000000002
899,Dell,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,1.3,8,0,512,0,Intel HD Graphics,Windows 10,1.24,107257.96800000007
900,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,32,0,512,0,Nvidia GeForce GTX,Windows 10,3.58,68145.12000000002
901,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,1.3,16,0,256,0,Intel HD Graphics,Windows 10,1.22,87858.71999999993
902,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,0,256,Intel HD Graphics,Windows 10,1.13,109170.72000000004
903,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.95,104588.10719999994
904,LG,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.08,111834.72000000002
905,HP,Netbook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.26,79014.23999999998
906,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Celeron Dual,1.5,4,0,0,16,Intel HD Graphics,Chrome OS,2.2,19127.52000000001
907,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.6,42037.92000000002
908,LG,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,0.98,101178.71999999999
909,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.6,64202.40000000005
910,HP,Ultrabook,12.5,3840x2160,3840,2160,0,0,1,0,1,Intel Core M,1.2,8,0,240,0,Intel HD Graphics,Windows 10,1.09,165167.99999999994
911,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,6,0,256,0,Nvidia GeForce MX,Windows 10,2.2,42037.92000000002
912,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,2.04,54291.787200000006
913,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,2.4,26586.71999999998
914,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.44,46939.680000000015
915,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.49,51148.79999999996
916,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.7,85194.72
917,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.6,71874.72000000006
918,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,59668.80479999998
919,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,AMD Radeon,Windows 10,2.18,36496.26720000001
920,HP,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,AMD Radeon,Windows 10,1.84,69103.62720000002
921,HP,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.39,61218.72
922,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,0,256,0,Nvidia GeForce M,Windows 10,2.4,105227.99999999993
923,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.37,97236.00000000001
924,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.95,38889.07199999999
925,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.36,87911.99999999999
926,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.31,62071.19999999998
927,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,Windows 10,2.18,37725.436800000025
928,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.95,61218.72
929,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.2,16463.519999999993
930,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.26,84129.12
931,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,1000,0,0,Intel HD Graphics,No OS,1.86,15392.591999999991
932,Lenovo,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,1,1,Intel Core i7,2.2,16,0,1000,0,Intel Iris,Windows 10,1.3,95850.71999999996
933,Toshiba,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.47,58874.39999999999
934,HP,Netbook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.26,88924.31999999996
935,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Windows 10,2.18,29762.20800000001
936,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,63882.719999999994
937,Dell,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.36,87325.91999999994
938,Dell,Gaming,17.3,2560x1440,2560,1440,0,1,0,0,0,Intel Core i7,2.7,16,1000,512,0,Nvidia GeForce GTX,Windows 10,4.36,146946.2399999999
939,HP,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.75,74538.72000000003
940,Asus,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Pentium Quad,1.6,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.8,28238.399999999998
941,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.23,32980.31999999997
942,Toshiba,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.2,59620.32000000004
943,Lenovo,2 in 1 Convertible,11.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core M,1.2,8,0,256,0,Intel HD Graphics,Windows 10,1.1,69210.71999999994
944,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,AMD Processor,2.1,16,1000,512,0,AMD Radeon,Windows 10,2.5,53226.71999999997
945,Dell,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.36,78438.81599999998
946,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,No OS,2.2,36496.80000000001
947,Dell,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.36,35111.52
948,Acer,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.68,18594.719999999998
949,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,8,0,Nvidia Quadro,Windows 10,2.0,119826.72000000009
950,Dell,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Intel HD Graphics,Windows 10,1.36,94571.99999999994
951,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.2,77788.79999999994
952,Asus,2 in 1 Convertible,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core M,1.2,8,0,0,64,Intel HD Graphics,Chrome OS,1.2,61751.52000000005
953,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.7,79333.3872
954,Dell,Gaming,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,1000,512,0,Nvidia GeForce GTX,Windows 10,4.36,168045.12000000002
955,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.2,8,0,256,0,Intel HD Graphics,Windows 10,1.24,101178.71999999999
956,HP,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Pentium Quad,1.1,4,0,256,0,Intel HD Graphics,Windows 10,1.45,41291.99999999998
957,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.3,67559.04
958,Acer,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,1,1,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.25,20725.92000000001
959,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.2,81784.80000000006
960,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.36,93772.79999999999
